Customer_ID,First_Name,Last_Name,DOB,Age,Gender,Phone_Number,Street_Address,City,State,Zip,Latitude,Longitude
CUST-143,Armand,Mack,1971-07-16,52,F,649-225-2631,5338 12th Street,Arvada,CO,80000,39.803,-105.087
CUST-344,Rodrick,Chandler,1958-06-22,65,F,637-636-3680,1286 Oak Ave,Arvada,CO,80900,39.803,-105.087
CUST-191,Mervin,Prins,1987-08-29,36,F,414-614-9716,4819 20th Street,Thornton,CO,80173,39.868,-104.972
CUST-276,Beau,Bryan,1986-12-29,37,F,401-527-2102,8058 14th Ave,Fort Collins,CO,80920,40.585,-105.084
CUST-380,Lanora,Roman,1989-02-19,34,F,775-249-4921,9273 Cedar Rd,Fort Collins,CO,80173,40.585,-105.084
CUST-019,Freddie,Byers,1961-09-25,62,F,958-836-1158,4706 54th Ave,Lakewood,CO,80920,39.705,-105.081
CUST-177,Jefferson,Puckett,2003-12-15,20,M,321-476-0380,8044 Platte Street,Aurora,CO,80729,39.729,-104.832
CUST-179,Shantell,Ballard,1950-09-30,73,M,842-087-2907,3230 92nd Ave,Pueblo,CO,80300,38.254,-104.609
CUST-472,Jacques,Mueller,1969-03-03,54,F,709-434-5236,7921 54th Ave,Aurora,CO,80900,39.729,-104.832
CUST-190,Gabriel,Kox,2003-07-23,20,F,672-023-1294,5608 Speer Blvd,Lakewood,CO,80173,39.705,-105.081
CUST-495,Rosamond,Chang,1965-11-20,58,M,939-534-4766,7954 Speer Blvd,Westminster,CO,80173,39.837,-105.037
CUST-161,Antony,Ploegh,2002-01-03,21,F,570-705-7766,1886 54th Ave,Aurora,CO,80900,39.729,-104.832
CUST-106,Wilburn,Potter,1968-05-26,55,F,445-199-6544,9550 92nd Ave,Denver,CO,80920,39.739,-104.985
CUST-411,Otha,Jackson,1985-12-22,38,F,890-027-8880,3909 Oak Ave,Westminster,CO,80000,39.837,-105.037
CUST-303,Zachariah,Lancaster,1963-02-18,60,M,485-908-9743,5988 14th Ave,Lakewood,CO,80920,39.705,-105.081
CUST-056,Emiko,Forbes,1956-08-29,67,F,857-637-1881,9533 Speer Blvd,Greeley,CO,80920,40.423,-104.709
CUST-117,Mason,Kuklinski,1981-10-04,42,F,919-235-2932,7388 Hollywood Blvd,Greeley,CO,80134,40.423,-104.709
CUST-197,Bettye,Sears,2000-01-27,23,F,922-036-1347,6511 Platte Street,Thornton,CO,80920,39.868,-104.972
CUST-199,Susie,Gray,1984-02-11,39,M,405-696-9665,1070 Speer Blvd,Greeley,CO,80920,40.423,-104.709
CUST-280,Libby,Tucker,1962-08-06,61,F,412-890-0170,7118 Oak Ave,Denver,CO,80729,39.739,-104.985
CUST-436,Johnson,Richmond,1973-05-14,50,F,811-406-8291,8295 Platte Street,Denver,CO,80173,39.739,-104.985
CUST-322,Alona,Greer,1959-04-14,64,M,563-758-0363,4828 19th Street,Pueblo,CO,80000,38.254,-104.609
CUST-275,Corrin,Mathis,1962-06-15,61,M,388-884-0385,9265 Platte Street,Thornton,CO,80729,39.868,-104.972
CUST-090,Amada,Prijs,1955-07-09,68,M,612-407-4713,8860 Main St,Aurora,CO,80134,39.729,-104.832
CUST-349,Mariano,Leon,1988-11-27,35,F,658-716-7077,9161 14th Ave,Denver,CO,80173,39.739,-104.985
CUST-002,Bettie,Richmond,1982-09-26,41,F,538-627-8227,9334 12th Street,Lakewood,CO,80134,39.705,-105.081
CUST-162,Delmer,Archer,1953-09-20,70,F,219-224-6720,7779 20th Street,Colorado Springs,CO,80920,38.834,-104.821
CUST-063,Erich,Jansz,1961-11-25,62,M,933-862-4627,6541 Hollywood Blvd,Thornton,CO,80134,39.868,-104.972
CUST-391,Buddy,Wammes,1956-08-27,67,F,817-623-1332,1165 20th Street,Westminster,CO,80920,39.837,-105.037
CUST-461,Arnoldo,Ouwelandt,1963-03-11,60,F,835-199-9815,8692 Lincoln Rd,Fort Collins,CO,80920,40.585,-105.084
CUST-125,Jeramy,Louris,1986-12-12,37,F,957-055-8940,3140 Platte Street,Westminster,CO,80173,39.837,-105.037
CUST-053,Bridget,Mcdowell,1968-05-13,55,F,541-617-2830,710 54th Ave,Pueblo,CO,80729,38.254,-104.609
CUST-141,Carlo,Vinck,2005-06-06,18,M,527-461-3282,5960 Lincoln Rd,Centennial,CO,80000,39.579,-104.877
CUST-024,Johnathon,van der Lugt,1984-08-01,39,M,707-255-1842,1956 92nd Ave,Westminster,CO,80134,39.837,-105.037
CUST-045,Fletcher,Kock,1996-12-05,27,M,343-655-9681,2211 19th Street,Aurora,CO,80000,39.729,-104.832
CUST-232,Jordan,Moody,1991-11-07,32,F,239-633-3351,8745 19th Street,Thornton,CO,80134,39.868,-104.972
CUST-078,Jimmy,Doyle,1965-10-18,58,M,866-907-0796,1060 Speer Blvd,Fort Collins,CO,80900,40.585,-105.084
CUST-195,Rashad,Mathews,2004-04-17,19,M,440-517-7402,5648 19th Street,Arvada,CO,80000,39.803,-105.087
CUST-142,Carlie,Knegjens,1948-05-27,75,M,451-079-6023,1916 Cedar Rd,Denver,CO,80920,39.739,-104.985
CUST-159,Deon,Winters,1962-09-15,61,F,483-227-5843,2077 19th Street,Fort Collins,CO,80729,40.585,-105.084
CUST-129,Noe,Boom,1982-02-13,41,F,525-305-9365,6424 Cedar Rd,Westminster,CO,80300,39.837,-105.037
CUST-481,Ralph,Carroll,1975-03-25,48,F,831-810-2527,2653 12th Street,Centennial,CO,80134,39.579,-104.877
CUST-065,Claribel,Palmer,1988-11-26,35,M,874-675-1970,1362 Platte Street,Colorado Springs,CO,80300,38.834,-104.821
CUST-458,Quinn,West,1966-12-22,57,F,422-187-2412,453 Jason Rd,Lakewood,CO,80134,39.705,-105.081
CUST-089,Jerome,Rosa,1999-05-12,24,M,247-231-3213,134 Platte Street,Lakewood,CO,80729,39.705,-105.081
CUST-095,Roland,Dickson,1992-05-14,31,M,722-786-6365,5323 Lincoln Rd,Lakewood,CO,80900,39.705,-105.081
CUST-277,Genie,Sullivan,1955-05-31,68,M,401-874-1907,5789 Platte Street,Denver,CO,80000,39.739,-104.985
CUST-431,Malisa,Riley,1953-02-02,70,M,974-447-7615,6742 Main St,Colorado Springs,CO,80300,38.834,-104.821
CUST-474,Bryan,Gallagher,1959-07-04,64,F,712-687-5127,6435 Hollywood Blvd,Denver,CO,80729,39.739,-104.985
CUST-145,Pauline,Sandoval,1990-01-06,33,M,984-106-4576,5459 Speer Blvd,Boulder,CO,80300,40.015,-105.271
CUST-135,Joette,White,1999-11-20,24,F,328-115-6760,2096 19th Street,Centennial,CO,80000,39.579,-104.877
CUST-493,Larisa,Muusse,1983-08-29,40,M,588-242-9032,7003 Oak Ave,Centennial,CO,80920,39.579,-104.877
CUST-240,Damon,Wissink,1971-08-28,52,M,262-066-7994,2060 Main St,Fort Collins,CO,80134,40.585,-105.084
CUST-262,Felipe,Jelis,1961-03-02,62,F,358-022-2950,2705 Speer Blvd,Pueblo,CO,80900,38.254,-104.609
CUST-264,Milan,Barr,1956-08-14,67,M,359-691-9902,7985 Cedar Rd,Westminster,CO,80729,39.837,-105.037
CUST-408,Norris,Weeda,1992-05-17,31,M,884-465-1464,8476 Oak Ave,Lakewood,CO,80300,39.705,-105.081
CUST-227,Danyell,Boeff,1978-05-23,45,M,228-787-3386,2306 Speer Blvd,Arvada,CO,80729,39.803,-105.087
CUST-261,Raeann,Klokman,2002-12-22,21,M,356-862-3398,3009 19th Street,Pueblo,CO,80000,38.254,-104.609
CUST-112,Kyoko,Robbins,1966-04-08,57,M,443-178-7001,3239 Cedar Rd,Centennial,CO,80920,39.579,-104.877
CUST-316,Val,Ratliff,2004-03-15,19,F,542-332-1059,9453 19th Street,Colorado Springs,CO,80920,38.834,-104.821
CUST-247,Mariette,Hinton,1948-11-06,75,F,304-332-3584,6289 14th Ave,Centennial,CO,80300,39.579,-104.877
CUST-260,Fermin,Wassall,1995-01-06,28,F,354-370-0762,9008 Hollywood Blvd,Lakewood,CO,80300,39.705,-105.081
CUST-384,Rob,Lambrinou,2003-12-10,20,M,805-971-9076,5901 19th Street,Westminster,CO,80000,39.837,-105.037
CUST-259,Gerry,Brooks,1964-11-10,59,F,354-336-5890,2131 12th Street,Aurora,CO,80300,39.729,-104.832
CUST-150,Eusebio,Zhang,1979-11-28,44,M,707-895-1214,8392 14th Ave,Fort Collins,CO,80134,40.585,-105.084
CUST-297,Reyes,Casey,1996-03-26,27,M,465-040-0516,1976 19th Street,Lakewood,CO,80729,39.705,-105.081
CUST-427,Vernice,Holcomb,1954-06-28,69,F,968-137-2571,5763 Speer Blvd,Thornton,CO,80173,39.868,-104.972
CUST-113,Clarence,Bletz,1956-02-10,67,M,952-101-2194,2950 Speer Blvd,Lakewood,CO,80300,39.705,-105.081
CUST-246,Danial,Strong,1964-04-20,59,F,285-362-3417,1448 Jason Rd,Boulder,CO,80900,40.015,-105.271
CUST-400,Palmer,Matthews,1961-12-18,62,F,858-929-2106,8718 Platte Street,Boulder,CO,80920,40.015,-105.271
CUST-133,Bennie,Vorberg,1967-02-10,56,M,451-856-3952,9531 Cedar Rd,Aurora,CO,80920,39.729,-104.832
CUST-149,Teresa,Vermeulen,1997-01-02,26,F,957-676-0576,5094 Oak Ave,Lakewood,CO,80000,39.705,-105.081
CUST-335,Soledad,Hinton,1959-11-15,64,F,617-561-4721,997 Speer Blvd,Westminster,CO,80000,39.837,-105.037
CUST-167,Theron,Weber,1949-03-01,74,F,887-667-1005,4244 14th Ave,Colorado Springs,CO,80173,38.834,-104.821
CUST-115,Hisako,Sparks,1998-11-22,25,M,909-335-7585,5870 Jason Rd,Pueblo,CO,80134,38.254,-104.609
CUST-123,Gayle,Beach,1965-12-17,58,M,578-756-9929,3128 54th Ave,Thornton,CO,80920,39.868,-104.972
CUST-372,Corey,Pratt,1978-07-04,45,M,744-999-0232,3124 Speer Blvd,Fort Collins,CO,80920,40.585,-105.084
CUST-023,Russel,Solomon,1952-05-22,71,M,680-812-9177,1029 Lincoln Rd,Fort Collins,CO,80173,40.585,-105.084
CUST-282,Omer,Chang,1981-08-01,42,M,415-629-1515,4863 12th Street,Aurora,CO,80920,39.729,-104.832
CUST-118,Bud,Tillman,1975-08-03,48,M,324-665-3412,8523 Jason Rd,Centennial,CO,80900,39.579,-104.877
CUST-304,Glennis,Doorn,2004-06-28,19,M,487-838-7238,6466 Jason Rd,Thornton,CO,80173,39.868,-104.972
CUST-382,Hilaria,Duffy,1954-06-25,69,F,802-737-9743,8194 20th Street,Colorado Springs,CO,80300,38.834,-104.821
CUST-097,Enrique,Pos,1951-09-06,72,F,309-098-8508,6312 54th Ave,Denver,CO,80729,39.739,-104.985
CUST-373,Cleveland,Dixon,1991-10-19,32,F,749-410-1259,8057 92nd Ave,Arvada,CO,80000,39.803,-105.087
CUST-407,Barabara,Frey,1959-03-03,64,M,879-742-5383,2175 54th Ave,Boulder,CO,80000,40.015,-105.271
CUST-057,Trenton,Robertson,1974-03-14,49,F,569-052-3343,4388 Oak Ave,Centennial,CO,80300,39.579,-104.877
CUST-351,Zane,Augustinus,1995-04-26,28,M,659-256-5062,4200 12th Street,Thornton,CO,80134,39.868,-104.972
CUST-208,Ossie,Calhoun,1998-03-27,25,M,229-927-3660,3712 Cedar Rd,Greeley,CO,80134,40.423,-104.709
CUST-036,Garfield,de Vries,1986-03-07,37,M,671-376-2917,5658 12th Street,Pueblo,CO,80000,38.254,-104.609
CUST-015,Myrta,Groenendijk,1999-07-29,24,F,778-767-3982,9198 19th Street,Aurora,CO,80729,39.729,-104.832
CUST-174,Melvina,Huerta,1971-06-11,52,M,571-419-5940,76 Main St,Arvada,CO,80173,39.803,-105.087
CUST-213,Bernard,Riddle,1984-06-30,39,F,727-525-3232,5317 54th Ave,Aurora,CO,80920,39.729,-104.832
CUST-258,Carey,Waterbloem,1997-12-13,26,F,339-076-3524,7633 12th Street,Boulder,CO,80173,40.015,-105.271
CUST-450,Grace,Dekker,1973-03-05,50,F,277-706-1148,107 Main St,Greeley,CO,80173,40.423,-104.709
CUST-263,Malcolm,Moreno,1971-09-16,52,M,358-645-1348,9353 Lincoln Rd,Colorado Springs,CO,80920,38.834,-104.821
CUST-475,Levi,Peters,1949-06-16,74,F,639-518-8365,4427 Cedar Rd,Thornton,CO,80300,39.868,-104.972
CUST-486,Lorilee,Ryan,1975-03-20,48,M,927-140-8817,5978 54th Ave,Boulder,CO,80000,40.015,-105.271
CUST-058,Robyn,Owens,1972-07-06,51,M,764-092-8677,4701 14th Ave,Boulder,CO,80920,40.015,-105.271
CUST-371,Zora,Tukker,1951-11-01,72,F,743-870-9201,8543 92nd Ave,Arvada,CO,80000,39.803,-105.087
CUST-153,Mistie,Faulkner,1952-07-13,71,F,907-721-3988,466 Oak Ave,Greeley,CO,80000,40.423,-104.709
CUST-091,Edda,Hines,1994-09-26,29,F,838-708-8699,193 Jason Rd,Thornton,CO,80134,39.868,-104.972
CUST-378,Lucilla,Voogd,1962-06-04,61,F,770-906-1940,2037 92nd Ave,Thornton,CO,80729,39.868,-104.972
CUST-170,Frankie,Villegas,1957-02-28,66,M,443-150-2990,7131 92nd Ave,Arvada,CO,80920,39.803,-105.087
CUST-451,Samella,Holloway,1972-05-04,51,F,574-457-2456,143 14th Ave,Fort Collins,CO,80000,40.585,-105.084
CUST-074,Tammy,Harrison,1975-10-15,48,F,979-563-4426,4357 14th Ave,Fort Collins,CO,80729,40.585,-105.084
CUST-386,Inell,Waterbloem,1966-04-01,57,M,807-553-2039,7672 19th Street,Arvada,CO,80900,39.803,-105.087
CUST-445,Ezekiel,Post,1953-03-24,70,F,881-544-2636,7186 54th Ave,Boulder,CO,80300,40.015,-105.271
CUST-388,Luigi,Mann,1978-01-22,45,M,814-483-1944,6614 Lincoln Rd,Greeley,CO,80000,40.423,-104.709
CUST-037,Brandon,Peters,1971-04-05,52,M,885-724-5779,4723 54th Ave,Boulder,CO,80729,40.015,-105.271
CUST-020,Anisha,Ashley,1987-02-10,36,F,974-705-8620,6078 20th Street,Greeley,CO,80900,40.423,-104.709
CUST-245,Audie,Harmon,1985-02-22,38,F,284-080-8258,9117 14th Ave,Centennial,CO,80729,39.579,-104.877
CUST-307,Ahmad,Michael,2003-04-01,20,M,511-265-8350,7134 Speer Blvd,Arvada,CO,80173,39.803,-105.087
CUST-314,Elliot,Yoder,1996-04-04,27,M,523-367-7179,2530 54th Ave,Boulder,CO,80134,40.015,-105.271
CUST-406,Marine,England,1988-07-17,35,M,877-000-5826,3934 92nd Ave,Pueblo,CO,80173,38.254,-104.609
CUST-185,Shad,Gilliam,1982-04-30,41,F,673-025-9148,804 Platte Street,Greeley,CO,80900,40.423,-104.709
CUST-070,Simone,Sloof,1946-04-14,77,M,501-629-0228,7567 Cedar Rd,Lakewood,CO,80900,39.705,-105.081
CUST-011,Jamal,Perez,1946-11-08,77,M,972-110-5706,41 54th Ave,Westminster,CO,80920,39.837,-105.037
CUST-397,Rueben,Mcgowan,1985-10-31,38,F,844-606-6972,3645 Main St,Denver,CO,80173,39.739,-104.985
CUST-291,Brock,Workman,1987-06-26,36,M,444-725-9147,1458 19th Street,Lakewood,CO,80300,39.705,-105.081
CUST-393,Myrtie,Brennan,1966-04-20,57,M,824-937-4552,7139 12th Street,Centennial,CO,80173,39.579,-104.877
CUST-154,Queen,Barr,1980-10-03,43,F,913-348-4543,7646 Platte Street,Centennial,CO,80000,39.579,-104.877
CUST-219,Vonda,Lounsborough,1958-04-23,65,M,619-896-8116,9234 19th Street,Pueblo,CO,80920,38.254,-104.609
CUST-488,Melvin,Powers,1998-12-05,25,M,906-040-3711,9912 92nd Ave,Colorado Springs,CO,80900,38.834,-104.821
CUST-061,Rory,Oliver,1997-03-16,26,M,339-251-2081,7090 Lincoln Rd,Centennial,CO,80900,39.579,-104.877
CUST-126,Inez,Mcleod,1968-04-22,55,M,673-158-8610,742 Hollywood Blvd,Arvada,CO,80900,39.803,-105.087
CUST-286,Gita,Byrd,1964-04-02,59,M,427-533-2129,674 54th Ave,Centennial,CO,80173,39.579,-104.877
CUST-435,Theron,Burch,1983-10-23,40,M,989-935-5185,8264 54th Ave,Arvada,CO,80134,39.803,-105.087
CUST-485,Nakesha,Greer,1973-08-28,50,M,851-833-2298,1037 Platte Street,Fort Collins,CO,80300,40.585,-105.084
CUST-136,Kathern,Leenderts,1944-09-22,79,M,257-113-7717,459 Hollywood Blvd,Arvada,CO,80300,39.803,-105.087
CUST-193,Alexa,Franse,2003-05-13,20,M,679-012-7457,8344 Main St,Westminster,CO,80000,39.837,-105.037
CUST-200,Markus,Nichols,1978-11-03,45,M,201-448-6510,256 Speer Blvd,Fort Collins,CO,80173,40.585,-105.084
CUST-272,Emanuel,Booth,1959-08-26,64,F,383-239-9503,8545 Cedar Rd,Arvada,CO,80000,39.803,-105.087
CUST-317,Archie,Jackson,1951-10-11,72,F,548-208-9038,4952 Platte Street,Fort Collins,CO,80134,40.585,-105.084
CUST-320,Billy,Cook,1988-11-15,35,M,557-845-0704,1761 20th Street,Boulder,CO,80920,40.015,-105.271
CUST-007,Wilburn,Tjerks,1984-10-18,39,M,979-626-9398,9097 19th Street,Aurora,CO,80920,39.729,-104.832
CUST-087,Lawana,Nielsen,1951-12-30,72,M,378-288-3235,8312 Platte Street,Boulder,CO,80173,40.015,-105.271
CUST-137,Luetta,Paal,1945-03-04,78,F,507-276-6170,9974 Main St,Colorado Springs,CO,80134,38.834,-104.821
CUST-214,Mathew,Holt,1975-03-14,48,M,861-881-8692,5799 Lincoln Rd,Thornton,CO,80173,39.868,-104.972
CUST-300,Danial,Snuif,1963-08-25,60,M,477-495-9415,4639 Lincoln Rd,Westminster,CO,80000,39.837,-105.037
CUST-086,Bart,Roos,1985-11-20,38,F,834-307-8262,319 20th Street,Westminster,CO,80729,39.837,-105.037
CUST-021,Apolonia,Raymond,2003-11-26,20,F,583-696-4355,6387 20th Street,Denver,CO,80000,39.739,-104.985
CUST-183,Helen,Meerendonk,1987-01-14,36,F,355-287-0602,7053 Oak Ave,Arvada,CO,80173,39.803,-105.087
CUST-187,Alyson,Arellano,1958-10-02,65,F,305-343-3412,2693 Cedar Rd,Denver,CO,80900,39.739,-104.985
CUST-473,Drew,Burris,1996-12-19,27,F,981-714-8835,8690 Main St,Centennial,CO,80300,39.579,-104.877
CUST-105,Jan,Malone,1967-10-20,56,F,405-220-7071,904 Main St,Colorado Springs,CO,80729,38.834,-104.821
CUST-345,Flossie,Spithout,1975-11-19,48,M,640-625-3414,1934 Oak Ave,Greeley,CO,80920,40.423,-104.709
CUST-396,Herman,Boom,1965-01-03,58,M,844-038-4699,9577 92nd Ave,Lakewood,CO,80173,39.705,-105.081
CUST-417,Bess,Cornelisgroeneveld,1991-08-20,32,M,923-061-5791,5812 Main St,Westminster,CO,80900,39.837,-105.037
CUST-439,Zula,Leach,2002-12-02,21,M,541-360-3027,4311 Jason Rd,Lakewood,CO,80729,39.705,-105.081
CUST-012,Joleen,Villa,1968-08-13,55,F,316-321-9609,2504 Lincoln Rd,Fort Collins,CO,80920,40.585,-105.084
CUST-330,Carlos,William,1990-08-25,33,M,586-642-2252,7446 14th Ave,Westminster,CO,80000,39.837,-105.037
CUST-434,Louisa,Otto,1960-05-21,63,F,987-965-6521,2778 Platte Street,Centennial,CO,80729,39.579,-104.877
CUST-441,Simona,Miller,1958-11-30,65,F,584-168-5502,316 Hollywood Blvd,Fort Collins,CO,80134,40.585,-105.084
CUST-476,Elke,Rietveld,1985-07-15,38,F,239-639-6642,4621 Platte Street,Greeley,CO,80134,40.423,-104.709
CUST-158,Nick,Vedder,1956-01-07,67,F,911-515-2232,4567 Speer Blvd,Pueblo,CO,80000,38.254,-104.609
CUST-465,Wes,Duif,1963-05-25,60,F,423-839-1800,2195 Speer Blvd,Westminster,CO,80000,39.837,-105.037
CUST-221,Lynelle,Mijzen,1959-03-08,64,M,205-588-8447,2876 Oak Ave,Aurora,CO,80300,39.729,-104.832
CUST-010,Augustina,Hoogerwaard,2003-08-13,20,F,983-996-1997,3937 19th Street,Boulder,CO,80000,40.015,-105.271
CUST-293,Maris,Branch,1974-09-26,49,M,455-178-5294,1426 Speer Blvd,Greeley,CO,80920,40.423,-104.709
CUST-072,Jeannette,Avery,2001-06-11,22,F,455-791-8403,4266 Platte Street,Boulder,CO,80920,40.015,-105.271
CUST-340,Cristi,Carson,1986-07-25,37,F,628-473-0812,6137 Main St,Boulder,CO,80920,40.015,-105.271
CUST-423,Isaura,Brennan,1955-10-27,68,M,954-322-6250,5956 12th Street,Greeley,CO,80920,40.423,-104.709
CUST-492,Janetta,Richard,1980-02-22,43,M,852-938-7101,8590 54th Ave,Centennial,CO,80729,39.579,-104.877
CUST-050,Jackeline,Kelfkens,1973-02-15,50,F,641-963-5646,5588 Oak Ave,Boulder,CO,80000,40.015,-105.271
CUST-211,Lynelle,Sweet,2005-02-21,18,F,846-124-6914,9427 Jason Rd,Arvada,CO,80173,39.803,-105.087
CUST-424,Winifred,Velde,2005-12-31,18,M,957-376-9749,8181 12th Street,Greeley,CO,80920,40.423,-104.709
CUST-076,Brad,Myers,2004-03-22,19,F,342-208-3517,5339 Platte Street,Greeley,CO,80900,40.423,-104.709
CUST-186,Mazie,Ett,1955-06-05,68,F,365-762-1123,6155 Lincoln Rd,Fort Collins,CO,80920,40.585,-105.084
CUST-271,Alejandro,Herder,1977-10-24,46,F,383-112-3599,1178 Speer Blvd,Greeley,CO,80900,40.423,-104.709
CUST-220,Damian,Hebert,1951-08-19,72,F,914-451-6407,6086 14th Ave,Aurora,CO,80729,39.729,-104.832
CUST-413,Clark,Mathews,1959-03-17,64,M,906-016-8415,7548 92nd Ave,Thornton,CO,80173,39.868,-104.972
CUST-004,Mable,Lamb,1955-08-14,68,F,763-951-7380,9209 19th Street,Centennial,CO,80300,39.579,-104.877
CUST-165,Shane,Onink,1945-02-27,78,F,901-773-6510,8848 Hollywood Blvd,Westminster,CO,80900,39.837,-105.037
CUST-040,Ivana,van Voorne,1998-12-28,25,F,406-075-6803,6601 19th Street,Boulder,CO,80920,40.015,-105.271
CUST-362,Carly,Molina,1970-08-29,53,M,689-759-9951,1949 19th Street,Greeley,CO,80134,40.423,-104.709
CUST-389,Tena,Gallagher,1965-03-31,58,M,816-803-8844,1386 Platte Street,Pueblo,CO,80920,38.254,-104.609
CUST-104,Ulysses,Finley,1993-09-12,30,M,515-917-6101,4695 Jason Rd,Centennial,CO,80300,39.579,-104.877
CUST-239,Delmar,Heijn,1956-10-27,67,F,261-982-6903,1962 Platte Street,Lakewood,CO,80000,39.705,-105.081
CUST-338,Nicholas,Dool,1952-08-17,71,M,621-815-2496,5869 Jason Rd,Aurora,CO,80900,39.729,-104.832
CUST-459,Caleb,Combs,1977-02-20,46,F,830-667-8442,851 54th Ave,Arvada,CO,80900,39.803,-105.087
CUST-248,Marshall,Onink,1943-01-07,80,M,307-012-1859,5387 20th Street,Centennial,CO,80000,39.579,-104.877
CUST-048,Ruben,Meza,1951-05-19,72,M,847-343-0048,7879 14th Ave,Greeley,CO,80000,40.423,-104.709
CUST-184,Jennifer,Carroll,1982-01-18,41,M,782-610-5399,5751 Oak Ave,Fort Collins,CO,80300,40.585,-105.084
CUST-363,Cesar,Vonck,1957-09-25,66,M,705-893-2951,4738 Cedar Rd,Colorado Springs,CO,80920,38.834,-104.821
CUST-202,Odis,Lewis,1974-06-09,49,M,847-674-8264,7789 20th Street,Greeley,CO,80920,40.423,-104.709
CUST-284,Mel,Lynch,1956-06-21,67,M,424-242-1888,5925 14th Ave,Fort Collins,CO,80300,40.585,-105.084
CUST-342,Allen,Moore,1943-06-09,80,F,634-876-7221,6184 Oak Ave,Boulder,CO,80300,40.015,-105.271
CUST-026,Cortney,Huffman,1988-08-17,35,F,652-871-2286,7864 Hollywood Blvd,Centennial,CO,80920,39.579,-104.877
CUST-132,Angelic,Knapp,1970-02-22,53,M,219-892-0335,6018 Speer Blvd,Thornton,CO,80900,39.868,-104.972
CUST-395,Davis,Barron,2002-01-18,21,M,834-319-7028,5291 Platte Street,Boulder,CO,80920,40.015,-105.271
CUST-230,Judson,Irwin,1983-04-24,40,M,233-003-5246,2299 12th Street,Thornton,CO,80000,39.868,-104.972
CUST-323,Fritz,Alford,1989-08-21,34,M,564-397-4236,3261 Platte Street,Colorado Springs,CO,80134,38.834,-104.821
CUST-069,Darius,Dixon,1976-08-17,47,F,505-071-2509,204 Cedar Rd,Greeley,CO,80729,40.423,-104.709
CUST-080,Royce,Wooldrik,1979-01-23,44,M,844-441-2533,1204 Lincoln Rd,Thornton,CO,80000,39.868,-104.972
CUST-301,Hai,Ford,1987-09-02,36,F,481-604-1843,572 20th Street,Pueblo,CO,80920,38.254,-104.609
CUST-075,Asley,Carrillo,1964-05-14,59,F,939-993-7273,1609 12th Street,Thornton,CO,80729,39.868,-104.972
CUST-206,Pasquale,Duke,1962-09-26,61,M,374-821-4737,5384 12th Street,Fort Collins,CO,80134,40.585,-105.084
CUST-122,Cathie,Brock,1945-07-21,78,F,827-976-4503,9288 Main St,Lakewood,CO,80900,39.705,-105.081
CUST-457,Dusty,Keiman,2004-03-17,19,F,260-104-0028,7696 54th Ave,Greeley,CO,80729,40.423,-104.709
CUST-052,Britney,Knibbe,1991-07-01,32,F,750-132-7044,2213 92nd Ave,Denver,CO,80173,39.739,-104.985
CUST-017,Mark,Mejia,2003-09-13,20,M,688-730-8361,7831 Lincoln Rd,Greeley,CO,80920,40.423,-104.709
CUST-215,Melodee,Adelaer,1998-04-01,25,F,769-401-4255,2269 20th Street,Thornton,CO,80000,39.868,-104.972
CUST-290,Quinton,Vermeulen,1964-02-02,59,M,440-794-5749,6195 Oak Ave,Centennial,CO,80000,39.579,-104.877
CUST-175,Dwight,Knowles,1956-02-25,67,M,861-447-3926,7534 Oak Ave,Westminster,CO,80173,39.837,-105.037
CUST-249,Ray,Stephenson,1970-09-27,53,M,307-450-0300,6282 Oak Ave,Westminster,CO,80729,39.837,-105.037
CUST-157,Luis,Verkuijl,1977-05-20,46,F,269-863-3654,3804 14th Ave,Fort Collins,CO,80920,40.585,-105.084
CUST-131,Virgil,Boonzayer,1959-09-22,64,M,457-100-3530,1553 Hollywood Blvd,Aurora,CO,80000,39.729,-104.832
CUST-368,Sherri,Hendricks,1955-07-09,68,F,736-258-3391,1984 Jason Rd,Pueblo,CO,80173,38.254,-104.609
CUST-066,Tad,Gentry,1975-07-26,48,F,785-891-3915,4721 92nd Ave,Centennial,CO,80900,39.579,-104.877
CUST-046,Sharan,Lynch,1994-05-07,29,F,458-183-0110,2378 Main St,Arvada,CO,80173,39.803,-105.087
CUST-127,Carroll,Klein,1956-05-04,67,M,527-451-3182,3421 Speer Blvd,Pueblo,CO,80000,38.254,-104.609
CUST-043,Dixie,Cowan,1998-07-07,25,F,914-643-3423,3625 Hollywood Blvd,Fort Collins,CO,80300,40.585,-105.084
CUST-460,Malcolm,Beeldhouwer,1991-12-05,32,F,353-825-1245,5386 12th Street,Centennial,CO,80920,39.579,-104.877
CUST-422,Carole,Boyle,1975-11-03,48,F,947-530-8140,8714 Cedar Rd,Colorado Springs,CO,80900,38.834,-104.821
CUST-477,Carolee,Ferrell,1986-02-05,37,F,910-651-8492,8904 20th Street,Fort Collins,CO,80920,40.585,-105.084
CUST-073,Arlinda,Swanson,1967-03-25,56,M,774-464-3830,1673 Jason Rd,Boulder,CO,80134,40.015,-105.271
CUST-313,Lanny,Nieuwenhoven,1993-10-29,30,M,521-134-4547,3288 20th Street,Centennial,CO,80729,39.579,-104.877
CUST-236,Ashlee,Goff,1970-10-25,53,M,245-697-7687,6215 Speer Blvd,Lakewood,CO,80000,39.705,-105.081
